lettr,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
N,4,10,4,7,5,7,7,12,1,6,6,8,5,8,0,8
X,5,10,7,8,4,7,7,1,8,10,6,8,3,8,4,7
X,3,7,4,5,2,7,7,4,4,7,6,8,3,8,4,8
K,4,5,5,4,5,8,7,2,4,8,3,8,4,4,3,9
B,2,6,4,4,3,8,8,5,7,7,6,6,2,8,6,9
N,2,6,2,4,2,7,7,11,1,6,6,8,4,8,0,8
X,2,4,4,3,2,10,6,2,8,10,3,7,2,8,3,9
X,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8
E,3,8,5,6,3,5,8,4,8,11,9,9,2,8,5,6
Z,5,9,5,4,3,5,8,2,8,11,9,9,3,9,5,5
N,3,6,5,4,5,8,7,4,4,7,5,7,5,10,6,4
B,5,11,5,8,5,7,9,10,7,8,5,6,2,8,10,11
B,4,9,4,7,3,6,6,9,7,6,6,7,2,8,9,10
N,5,8,8,6,4,4,10,4,4,10,11,9,6,8,1,7
N,4,5,5,4,5,7,8,4,3,6,5,8,6,8,4,7
B,3,5,4,4,4,7,7,5,5,6,6,6,2,8,6,9
K,9,13,10,7,6,4,9,4,6,10,10,11,5,8,4,6
Z,5,9,6,7,3,7,7,4,15,9,6,8,0,8,8,8
B,5,10,7,8,7,8,8,4,5,7,6,7,7,7,6,9
K,4,8,4,5,2,3,8,8,2,7,5,11,4,8,3,10
K,1,0,1,1,0,5,7,7,1,7,6,11,2,8,2,11
N,6,10,8,7,5,8,9,2,5,9,4,6,5,9,1,7
E,6,9,8,7,7,8,8,6,3,6,6,10,4,8,8,9
N,3,7,4,5,2,7,7,14,2,5,6,8,5,8,0,8
Z,2,4,3,2,1,8,7,2,9,11,5,9,1,9,5,8
K,4,8,4,6,2,4,7,8,2,7,7,11,3,8,3,11
Z,4,8,5,6,5,8,8,3,7,7,6,7,1,9,10,8
X,6,10,9,7,5,7,7,0,8,10,6,8,3,8,3,8
E,5,10,5,8,5,3,8,5,9,7,6,14,0,8,6,8
K,2,7,4,5,3,5,6,3,6,6,6,10,3,8,5,9
E,5,11,7,8,5,7,7,2,9,11,6,9,3,8,5,8
N,4,3,4,4,3,7,8,5,5,7,6,6,6,9,3,6
B,6,10,8,7,6,10,7,3,7,11,3,6,2,8,5,11
X,2,2,4,4,2,7,7,3,9,6,6,8,2,8,6,8
N,5,7,7,5,4,7,9,2,5,10,5,6,5,9,1,7
B,1,3,3,2,2,9,6,3,5,10,5,7,2,8,4,9
E,7,13,5,7,4,9,5,4,5,11,4,9,3,9,7,11
E,4,7,6,6,6,6,8,3,3,8,7,8,5,12,9,9
Z,5,7,7,5,6,9,5,5,4,7,5,7,3,7,10,5
B,4,10,6,8,7,7,8,5,5,9,7,6,4,8,7,8
B,7,11,9,8,7,10,6,4,7,10,3,7,2,8,6,12
E,4,7,5,5,4,9,6,2,6,11,5,8,3,8,4,11
E,6,11,4,6,2,6,8,4,6,10,6,9,2,9,8,9
B,2,4,3,2,2,8,8,3,5,10,5,6,2,8,5,9
X,1,3,2,1,1,8,7,3,8,7,6,8,2,8,5,8
N,4,6,6,6,6,6,9,5,3,6,4,8,7,8,4,9
X,1,0,2,0,0,7,7,4,4,7,6,8,2,8,4,8
Z,1,4,2,3,1,8,7,5,8,6,6,8,1,8,7,7
N,2,1,3,2,2,7,8,5,4,7,6,6,4,8,1,6
N,3,7,5,5,3,5,9,6,4,7,7,9,5,9,1,7
N,5,9,7,6,4,4,10,3,4,9,10,9,5,8,1,8
B,5,9,8,8,9,7,8,5,4,7,6,8,7,9,8,6
Z,3,8,4,6,2,7,7,4,13,9,6,8,0,8,8,8
E,3,8,5,6,5,7,7,3,6,7,7,10,4,10,8,8
Z,3,6,4,4,3,6,8,5,10,7,7,10,1,9,7,8
E,1,3,2,1,1,5,8,2,7,10,8,9,1,8,3,7
B,4,8,6,6,5,7,9,5,5,9,6,5,3,7,8,7
B,4,8,6,6,5,8,9,4,6,10,5,5,2,8,6,9
X,3,4,5,3,2,9,6,1,8,10,4,8,2,8,3,9
K,6,9,9,7,4,3,8,4,8,12,12,12,3,8,4,5
N,6,8,9,6,5,10,8,3,6,10,2,4,5,9,1,7
B,4,5,4,3,4,7,7,6,6,7,6,6,2,8,6,10
N,1,1,2,1,1,7,7,11,1,5,6,8,4,8,0,8
N,5,10,6,7,4,6,8,6,5,7,7,9,6,8,2,6
X,5,5,6,8,2,7,7,5,4,7,6,8,3,8,4,8
Z,7,11,7,6,4,9,5,3,8,11,4,9,3,6,7,9
K,3,7,4,5,3,3,7,6,3,7,6,11,3,8,3,11
E,3,7,4,5,4,7,7,5,8,6,5,10,2,8,5,9
E,6,11,9,8,6,6,7,2,9,11,6,9,2,8,5,8
K,1,1,2,1,0,4,6,6,2,7,6,11,3,8,2,10
E,3,7,4,5,2,3,8,6,11,7,6,15,0,8,7,7
K,6,9,9,6,6,5,7,1,7,10,8,10,3,8,4,7
K,3,6,4,4,4,6,7,3,7,6,6,9,3,8,6,10
B,2,3,3,2,2,8,7,2,5,10,5,7,2,8,3,9
B,5,8,7,6,6,9,7,3,5,10,5,6,2,8,5,9
K,3,3,3,4,1,3,6,7,3,7,7,11,3,8,2,10
Z,7,13,7,7,5,6,7,2,9,11,6,8,4,5,8,6
B,4,8,4,6,5,6,8,8,6,7,5,7,2,8,7,9
N,6,8,8,7,8,7,8,4,4,7,5,6,7,8,7,2
K,4,10,6,8,7,7,7,5,4,7,6,7,7,6,8,13
Z,3,9,4,7,2,7,7,4,14,9,6,8,0,8,8,8
X,3,9,5,6,4,8,8,3,8,6,6,6,3,9,6,7
E,6,11,8,8,6,4,9,2,8,10,8,9,3,8,5,5
E,0,0,1,0,0,5,7,5,7,7,6,12,0,8,6,10
E,2,6,2,4,2,3,8,5,9,8,8,13,0,8,6,9
K,7,11,10,9,7,6,7,2,7,10,7,10,4,8,4,7
X,4,5,6,3,3,7,7,1,9,10,6,8,2,8,3,7
X,2,1,2,1,0,8,7,4,4,7,6,8,3,8,4,8
E,7,10,5,5,2,7,7,4,7,10,6,11,1,9,7,9
E,3,9,4,6,4,3,8,5,9,7,7,14,0,8,6,9
X,3,5,5,3,2,8,7,1,8,10,5,7,3,8,3,7
B,8,10,7,6,6,7,9,4,5,9,6,7,6,6,7,6
K,2,1,2,1,0,4,7,6,2,7,6,11,3,8,2,10
B,3,6,4,4,3,6,6,8,6,6,6,7,2,8,9,10
N,2,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
N,3,6,4,4,3,6,9,6,4,7,6,8,5,9,1,7
B,5,10,7,7,6,9,6,4,7,9,5,7,2,8,6,10
X,6,10,7,5,3,5,9,2,8,11,8,8,4,9,3,6
K,4,7,5,5,5,5,7,5,3,7,5,9,3,5,9,8
X,3,10,6,7,6,8,7,2,6,7,6,8,3,8,6,8
X,5,11,7,9,6,8,7,3,5,6,7,7,4,10,11,9
B,6,9,5,5,3,7,8,5,6,10,5,9,6,6,6,9
X,8,12,7,6,4,6,7,2,8,9,6,9,4,5,4,7
K,4,6,6,6,5,6,7,2,4,6,4,9,4,5,8,8
X,4,9,5,4,2,6,8,1,7,11,6,8,3,7,4,6
X,3,3,5,2,2,8,7,1,8,11,5,8,2,8,3,8
B,4,8,5,6,5,10,7,3,6,10,4,6,2,8,4,10
X,4,10,7,8,6,6,8,2,6,7,6,10,4,6,7,7
N,6,7,8,5,4,11,7,3,6,10,1,4,5,9,1,7
K,4,6,5,8,2,3,7,8,2,7,5,12,3,8,3,10
B,4,11,6,8,8,8,8,6,6,7,6,5,2,8,6,9
B,1,0,2,0,1,7,7,6,4,6,6,7,1,8,6,8
B,7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9
X,4,7,6,5,5,7,8,2,6,7,6,8,4,8,5,8
Z,5,9,6,4,3,10,3,3,7,12,4,10,2,9,4,11
Z,4,7,6,5,4,9,6,2,8,11,4,10,2,7,6,10
B,4,5,4,8,4,6,9,10,7,7,5,7,2,8,9,10
B,2,3,4,2,2,9,7,2,5,10,5,6,2,8,4,9
X,4,5,6,4,3,7,7,1,9,10,6,8,2,8,3,7
X,2,1,4,3,2,7,8,3,9,6,6,7,2,8,6,7
B,2,1,3,2,2,7,8,8,5,7,6,7,2,8,8,9
N,5,10,7,7,4,10,7,3,5,10,2,5,6,9,1,7
N,7,10,10,7,6,4,9,3,4,10,10,9,8,7,2,7
E,4,9,4,6,2,3,7,6,11,7,6,15,0,8,7,7
X,4,10,7,8,5,12,6,2,7,10,1,6,2,7,3,10
X,4,7,5,6,5,7,8,2,5,7,6,7,3,5,7,8
E,6,11,8,8,5,4,10,4,9,11,10,9,2,8,5,4
B,6,13,6,7,6,7,7,4,4,9,7,8,7,6,9,8
E,3,5,5,3,3,7,8,2,8,11,7,9,2,9,4,8
N,8,13,10,7,4,5,9,4,4,13,10,9,6,9,0,9
X,5,11,8,8,6,7,8,3,9,5,5,7,4,9,8,7
N,3,8,3,6,2,7,7,13,2,5,6,8,5,8,0,8
X,5,8,7,6,3,9,7,2,8,10,4,7,3,8,4,8
E,5,7,7,6,7,7,6,6,4,7,6,9,8,10,10,10
B,3,8,4,6,4,8,8,8,7,7,5,5,2,8,8,9
N,5,7,7,5,3,5,9,3,5,10,9,9,6,7,1,7
N,7,11,6,6,3,5,9,4,6,4,4,10,6,10,2,8
K,2,3,3,2,1,6,7,2,6,10,7,10,3,8,2,8
B,4,7,6,5,6,9,6,4,6,10,5,7,2,8,5,10
K,3,2,4,4,3,6,7,4,7,6,6,10,3,8,5,9
X,4,9,6,7,4,9,7,0,8,9,4,8,2,8,3,8
B,3,5,5,3,4,9,7,3,6,10,5,6,2,8,5,10
X,5,8,6,7,7,6,8,2,5,7,6,9,4,7,8,7
K,6,11,9,8,6,2,9,3,7,11,12,12,3,8,4,5
E,4,9,4,7,3,3,8,6,12,7,5,15,0,8,7,7
K,2,1,3,2,2,7,7,4,6,6,6,9,3,8,5,10
Z,5,10,6,8,3,7,7,4,15,9,6,8,0,8,8,8
N,7,11,10,8,12,8,7,4,5,7,6,6,8,10,10,5
B,3,5,4,4,5,7,7,5,4,7,6,8,6,9,6,9
Z,2,1,2,1,1,7,7,5,8,6,6,8,1,8,6,8
N,6,10,9,8,6,11,8,3,5,10,1,4,7,11,2,8
E,4,6,6,4,4,6,8,2,8,11,7,9,2,9,4,8
B,2,6,3,4,3,6,7,7,5,7,6,7,2,8,6,9
X,5,9,8,6,4,5,8,2,8,11,11,9,3,9,4,6
X,6,10,9,8,4,5,9,2,9,10,10,9,3,8,4,6
Z,3,7,5,5,5,8,8,6,3,6,4,6,3,9,8,3
Z,5,10,7,8,5,7,8,2,9,11,7,7,1,8,6,7
Z,2,1,2,2,1,7,7,3,11,9,6,8,0,8,7,8
N,3,6,5,4,3,8,9,3,4,10,5,6,5,8,1,7
N,5,9,7,6,4,9,7,3,5,10,4,6,5,9,1,7
B,5,9,7,7,10,9,9,5,4,7,8,6,6,10,10,10
N,5,9,8,6,4,11,6,4,5,10,1,4,5,8,1,7
B,4,5,5,8,4,6,7,10,7,7,6,7,2,8,9,9
N,3,5,4,4,3,7,8,5,5,7,7,6,5,9,2,6
N,5,11,6,8,6,8,8,13,1,6,6,8,6,8,1,10
E,5,10,4,6,2,8,7,5,7,11,6,9,2,10,7,9
Z,4,6,5,4,3,7,7,2,9,11,6,8,1,9,6,8
E,3,8,3,6,2,3,7,6,11,7,6,15,0,8,6,7
B,4,2,5,4,4,8,7,5,6,6,5,5,2,8,7,10
Z,4,7,5,5,3,7,7,6,11,6,6,8,2,8,8,8
X,3,8,5,6,4,7,7,3,8,6,6,8,3,8,6,7
B,3,6,5,5,5,6,8,6,4,7,6,8,6,9,7,8
X,7,10,10,8,5,10,7,2,8,11,2,7,3,8,4,9
B,4,6,5,4,5,8,6,7,6,6,6,5,3,9,7,9
E,5,11,7,8,6,7,7,2,7,11,7,9,3,8,4,8
E,4,8,6,6,5,5,8,5,7,11,9,9,3,8,5,5
K,4,5,7,4,4,6,7,1,7,10,6,9,3,8,3,7
K,6,10,9,7,7,4,8,2,7,10,10,11,4,7,4,6
E,2,5,4,3,2,6,8,2,8,11,7,9,2,8,4,8
X,4,9,5,4,3,9,6,2,7,11,3,7,3,8,4,9
E,4,4,4,6,3,3,8,6,12,7,5,14,0,8,7,7
Z,4,8,5,6,2,7,7,4,14,9,6,8,0,8,8,8
X,5,8,7,6,5,7,6,3,5,6,6,9,3,8,9,9
Z,5,7,6,5,3,8,7,2,9,12,5,10,2,9,6,9
Z,4,8,5,6,2,7,7,4,14,9,6,8,0,8,8,8
Z,3,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8
X,3,7,4,5,2,7,7,4,4,7,6,8,2,8,4,8
Z,5,8,7,10,6,11,5,3,5,9,2,7,2,7,6,9
B,6,9,8,7,7,7,8,6,5,6,5,6,4,9,7,6
E,2,5,4,3,2,6,7,1,8,11,6,9,2,8,4,8
B,4,9,6,6,6,8,8,4,5,10,5,6,3,8,5,10
Z,5,7,7,9,6,10,5,4,4,8,2,6,2,7,7,8
B,3,6,5,4,5,8,8,6,6,7,6,6,2,8,6,9
K,4,7,6,5,5,6,6,4,6,6,5,8,7,7,7,9
Z,2,1,3,2,2,7,7,5,9,6,6,8,2,8,7,8
Z,5,11,7,8,5,7,7,3,13,9,6,8,0,8,8,8
K,5,8,8,7,7,9,6,2,4,9,3,8,4,6,7,11
K,7,10,9,8,5,4,8,3,8,11,11,11,4,6,5,5
X,9,15,10,9,6,8,8,2,7,11,6,6,5,12,4,8
B,3,9,4,6,5,8,7,6,6,7,6,5,2,8,7,9
E,3,6,5,6,5,6,8,4,3,7,7,10,4,10,7,12
N,3,8,4,6,2,7,7,14,2,5,6,8,6,8,0,8
K,3,2,4,4,3,5,7,4,7,6,6,10,3,8,5,9
B,4,8,6,6,6,9,6,4,6,10,4,7,3,8,5,10
E,7,11,10,8,6,9,7,2,9,12,4,8,5,7,7,10
N,4,7,6,5,4,8,8,5,6,7,6,4,7,9,4,6
X,5,9,8,7,4,8,8,1,9,10,5,7,3,8,4,8
B,2,1,3,2,2,8,7,5,5,7,6,5,2,8,6,9
Z,1,0,1,0,0,8,7,2,9,8,6,8,0,8,5,8
N,2,1,3,2,1,7,7,13,1,5,6,8,5,8,0,8
B,5,8,7,6,5,9,8,3,7,10,4,5,2,8,6,10
N,5,10,5,8,3,7,7,15,2,4,6,8,6,8,0,8
X,8,13,8,7,5,7,6,2,8,11,4,8,4,5,4,7
K,4,9,5,7,7,6,7,3,3,6,5,9,6,8,8,7
E,4,11,4,8,3,3,7,6,10,7,6,14,0,8,8,7
E,4,9,6,6,5,7,7,2,7,11,7,9,3,8,4,8
K,4,7,5,5,6,7,9,5,4,8,5,8,4,6,6,10
X,2,2,3,3,2,8,7,3,8,6,6,7,2,8,5,7
N,5,11,5,8,5,7,7,13,1,6,6,8,6,8,1,9
B,5,9,7,6,10,8,6,5,3,7,7,8,6,9,8,9
X,4,8,5,6,3,8,7,4,4,7,6,8,3,8,4,8
E,3,4,4,6,2,3,8,6,10,7,6,14,0,8,7,7
B,4,6,6,5,6,8,8,5,5,7,6,8,6,8,8,3
E,6,8,8,6,5,4,9,4,9,11,10,9,2,9,4,5
Z,2,3,4,2,1,7,7,2,9,11,6,8,1,8,5,7
B,2,1,2,1,1,7,7,7,5,6,5,7,1,8,7,10
E,4,10,6,8,8,7,7,3,5,6,7,10,5,10,8,8
B,4,8,6,6,7,8,8,7,6,7,5,6,2,7,7,10
X,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8
K,3,4,4,3,3,5,7,4,7,7,6,11,3,8,5,9
B,4,3,4,5,3,6,9,8,7,7,5,6,2,8,9,9
X,3,3,5,2,2,5,8,2,8,11,9,9,2,9,3,6
N,8,14,9,8,4,4,9,3,4,13,11,10,6,8,0,8
Z,3,7,4,5,4,6,6,3,7,7,6,10,1,7,10,7
N,5,9,7,7,6,6,7,7,6,7,5,8,6,7,3,7
E,6,9,8,7,5,9,7,2,10,11,4,9,2,8,5,9
N,5,8,7,6,4,7,8,6,5,7,6,5,7,11,3,5
Z,2,4,4,3,2,8,6,2,9,11,5,9,1,8,5,9
N,4,8,6,6,6,7,9,3,4,7,6,7,6,8,6,4
N,2,1,2,1,1,7,7,12,1,5,6,8,5,8,0,8
X,3,6,4,4,2,7,7,4,4,7,6,7,3,8,4,8
N,10,15,11,8,5,7,7,2,4,13,7,8,6,8,0,7
X,4,10,7,8,4,9,7,0,8,9,5,7,2,8,3,8
X,6,10,9,7,5,7,8,1,9,10,6,8,3,8,4,7
X,3,10,4,7,1,7,7,4,4,7,6,8,3,8,4,8
Z,6,9,8,7,5,8,6,2,9,12,5,10,3,7,7,9
X,4,6,5,8,2,7,7,5,4,7,6,8,3,8,4,8
B,1,1,1,1,1,7,7,7,5,6,6,7,1,8,6,9
X,4,5,5,7,1,7,7,5,4,7,6,8,3,8,4,8
K,5,6,7,4,4,4,7,2,7,10,9,11,3,8,3,6
Z,2,4,4,3,2,8,7,2,9,12,6,7,1,8,5,8
B,3,5,5,4,4,9,6,3,6,10,5,7,2,8,5,10
K,5,9,7,7,5,6,7,5,7,6,6,10,4,8,5,9
B,11,15,10,8,9,9,8,3,6,10,4,6,8,3,9,7
E,4,9,6,7,5,5,9,3,7,11,9,9,3,9,4,6
K,4,9,5,6,5,6,7,3,6,6,6,9,3,8,5,10
Z,4,10,5,8,4,6,8,6,10,7,7,10,1,9,8,8
Z,5,9,5,4,3,8,6,2,8,11,6,9,3,7,6,7
N,8,12,10,6,4,3,11,6,3,14,12,9,6,10,0,8
Z,8,14,8,8,5,7,7,2,9,11,7,9,4,7,7,5
B,4,8,4,6,5,6,7,8,6,6,6,7,2,8,7,9
Z,2,5,3,4,3,8,7,5,9,6,6,7,2,8,7,8
E,6,10,9,8,7,10,6,2,7,11,5,8,6,8,6,11
N,9,10,7,5,3,9,13,6,5,3,6,10,5,8,2,8
E,2,3,4,1,2,7,7,2,7,11,7,9,1,9,4,8
X,3,5,5,4,2,10,7,1,8,11,3,7,2,8,3,9
X,4,6,5,5,5,8,8,2,4,7,6,8,3,8,7,7
K,7,15,8,8,5,9,6,3,6,11,2,7,5,7,4,9
E,0,0,1,1,0,5,7,5,7,7,6,12,0,8,6,10
N,3,1,3,3,2,7,9,5,4,7,6,7,4,8,1,7
X,8,13,7,7,4,8,8,2,9,9,6,7,4,10,4,8
Z,5,11,7,9,4,8,7,2,10,11,5,9,2,8,6,8
Z,5,10,7,8,4,7,7,3,11,12,7,8,2,8,7,7
E,4,7,5,6,5,6,7,4,4,7,7,9,4,11,8,11
K,3,4,5,3,2,8,6,1,6,10,5,9,3,8,3,9
E,3,9,4,7,2,3,8,6,10,7,6,15,0,8,7,7
B,3,2,4,3,3,8,7,5,6,7,6,6,2,8,6,10
B,4,7,4,5,3,6,7,9,7,7,6,7,2,8,8,9
B,2,4,4,3,3,8,7,3,5,10,6,6,2,8,5,8
N,4,7,6,5,4,7,9,6,5,7,6,6,6,9,1,6
Z,2,1,3,2,2,7,7,5,9,6,6,8,1,8,7,8
K,6,9,8,7,6,6,6,1,7,10,7,10,3,8,4,8
N,4,8,6,6,5,7,6,8,5,6,4,7,3,7,3,8
X,3,4,4,3,2,8,7,3,9,6,6,8,2,8,6,8
X,3,6,4,4,1,7,7,4,4,7,6,8,3,8,4,8
Z,5,10,7,8,5,7,8,2,9,12,7,8,1,9,6,7
X,6,10,7,6,4,10,6,3,7,12,2,6,3,8,4,10
Z,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8
N,10,13,8,7,4,7,10,4,7,3,4,9,5,7,2,7
X,2,2,3,3,2,8,7,3,8,6,6,8,2,8,6,8
X,7,9,6,5,3,6,8,2,9,10,9,9,4,8,4,6
B,4,8,6,6,5,8,7,5,6,9,6,6,2,8,7,8
K,5,11,6,8,5,4,8,8,3,6,3,11,3,8,2,11
E,2,4,3,3,2,8,7,6,8,7,7,8,2,8,6,8
Z,4,8,5,6,5,8,11,6,5,6,5,7,3,9,6,4
X,5,6,7,4,3,7,8,1,8,10,6,8,3,8,3,7
N,10,13,12,8,5,4,9,3,4,13,10,9,6,8,0,7
B,5,10,7,7,6,8,8,6,8,7,6,6,6,8,6,10
N,3,6,3,4,3,7,7,11,1,6,6,7,5,9,0,8
B,5,8,7,6,5,10,6,3,7,10,4,7,2,8,5,11
E,4,10,4,7,4,3,8,5,9,7,6,13,0,8,7,9
Z,4,9,5,7,4,7,8,3,13,8,6,8,0,8,8,7
X,3,2,4,3,2,7,7,3,9,6,6,8,2,8,6,8
B,5,10,7,7,7,11,6,2,6,10,3,7,4,7,6,11
Z,5,12,6,6,4,9,5,3,8,12,4,9,3,9,5,11
E,3,5,5,4,3,6,7,2,8,11,7,9,2,8,4,8
B,4,6,5,4,4,8,7,5,6,9,6,6,2,8,6,9
Z,3,7,4,5,2,7,8,3,12,8,6,8,0,8,7,7
B,5,6,7,5,7,8,6,5,4,7,6,8,7,9,8,4
B,2,5,3,4,3,7,7,5,5,6,6,6,2,8,5,9
N,4,10,5,8,5,8,7,12,1,6,6,8,5,8,0,9
B,3,5,4,7,3,6,7,9,6,7,6,7,2,8,9,10
N,11,14,9,8,4,8,11,5,5,3,6,10,6,10,3,7
Z,4,5,6,7,4,11,4,4,5,10,3,9,2,7,6,10
X,2,3,3,2,2,7,7,3,8,6,6,8,2,8,5,8
N,1,0,2,1,0,7,7,11,0,5,6,8,4,8,0,8
Z,4,5,5,8,2,7,7,4,14,10,6,8,0,8,8,8
Z,4,5,6,7,4,11,4,4,4,10,3,9,2,7,5,10
N,4,5,6,4,3,6,10,2,4,10,7,7,5,8,1,8
X,5,11,8,8,7,7,7,3,8,5,7,10,3,8,6,8
K,7,12,7,7,4,11,6,4,6,11,2,6,5,8,4,10
B,1,1,2,1,1,7,7,7,5,7,6,7,1,8,6,8
B,3,2,3,3,3,7,7,5,5,6,6,6,2,8,6,9
K,8,15,9,9,6,6,8,3,6,10,9,10,6,11,4,8
B,3,7,4,5,4,8,7,6,6,7,6,5,2,8,7,9
X,3,8,4,5,1,7,7,4,4,7,6,8,3,8,4,8
X,4,10,7,7,4,9,7,0,8,9,5,7,2,8,3,8
Z,6,11,8,8,8,10,9,5,4,7,5,7,3,8,9,5
X,10,12,9,7,4,8,7,2,9,9,6,8,4,11,4,8
B,2,3,3,1,2,7,8,5,5,7,6,6,1,8,5,9
B,1,0,2,1,1,7,8,7,5,7,6,7,1,8,6,8
K,4,6,6,4,3,3,8,3,7,11,11,11,3,8,3,6
E,2,4,4,3,2,6,8,2,8,11,7,9,2,8,4,8
B,4,7,5,5,6,8,7,6,6,6,6,6,2,8,6,9
K,6,11,8,8,10,7,7,4,5,6,6,9,8,9,8,7
B,4,7,7,6,7,8,8,4,4,7,6,8,6,8,8,5
B,3,7,5,5,4,8,8,3,6,10,5,6,2,8,4,10
E,2,4,3,3,2,7,7,5,7,7,7,9,2,8,5,9
K,3,3,3,4,1,3,6,7,2,7,6,11,3,8,2,11
E,3,2,3,4,3,7,7,6,7,7,6,9,2,8,6,9
Z,2,4,4,2,2,7,7,2,9,12,6,8,1,8,5,7
E,2,3,3,2,1,6,8,1,7,11,6,9,2,8,3,8
N,3,7,3,5,3,8,8,12,1,6,6,8,5,9,0,8
X,6,10,9,8,6,7,7,0,8,9,6,8,3,8,4,7
Z,2,1,3,2,1,7,7,5,9,6,6,8,1,8,7,8
X,3,7,5,5,4,8,6,3,5,6,7,8,2,9,8,9
K,4,10,6,7,8,9,7,3,4,5,6,8,7,9,7,6
E,8,15,6,8,5,8,6,5,5,11,5,10,3,8,7,11
X,5,8,8,6,4,6,8,1,8,10,9,9,3,8,3,7
Z,7,12,7,6,4,10,3,4,7,12,4,10,3,8,6,10
B,5,7,7,5,5,8,6,6,7,9,7,6,3,8,8,7
